"","Provider_Name","Difference","Percent"
"7129","REGINA HEALTH CENTER",0.0013,"10.22%"
"7130","REGINALD P WHITE NURSING FACILITY",-0.01127,"-37.78%"
"7131","REGIONAL HEALTH CARE CENTER",-0.02476,"-54.04%"
"7132","REGIONAL WEST GARDEN COUNTY NURSING HOME",-0.03221,"-24.84%"
"7133","REGIS WOODS",-0.00194,"-8.27%"
"7134","REGO PARK NURSING HOME",0.00199,"8.33%"
"7135","REHAB & NURSING CTR GREATER PITTSBURG",-0.03194,"-72.76%"
"7136","REHAB AT RIVER'S EDGE",0.000499999999999999,"5.95%"
"7137","REHABILITATION & NURSING CENTER AT EVERETT (THE)",0.00585,"39.55%"
"7138","REHABILITATION AND NURSING CENTER OF THE ROCKIES",-0.01254,"-100%"
"7139","REHABILITATION CENTER AT HARTSFIELD VILLAGE",0.03376,"191.6%"
"7140","REHABILITATION CENTER AT HOLLYWOOD HILLS, LLC",-0.00289,"-7.93%"
"7141","REHABILITATION CENTER OF ALBUQUERQUE, LLC  (THE)",-0.04462,"-78.2%"
"7142","REHABILITATION CENTER OF HAMPTON",-0.02457,"-48.41%"
"7143","REHABILITATION CENTER OF SOUTH GEORGIA",-0.00771,"-100%"
"7144","REHABILITATION CENTER OF THE PALM BEACHES,THE",0.00508,"49.51%"
"7145","RELIABLE HEALTH & REHAB AT LAKEWOOD",-0.00985,"-100%"
"7146","REMARKABLE HEALTHCARE OF DALLAS, LP",-0.01401,"-63.68%"
"7147","REMARKABLE HEALTHCARE OF FORT WORTH",0.000660000000000001,"1.67%"
"7148","REMARKABLE HEALTHCARE OF PRESTONWOOD",-0.022,"-100%"
"7149","REMARKABLE HEALTHCARE OF SEGUIN",-0.02662,"-59.93%"
"7150","RENAISSANCE CARE CENTER",-0.02934,"-100%"
"7151","RENAISSANCE HEALTH AND REHABILITATION",-0.00214,"-13.61%"
"7152","RENAISSANCE HEALTHCARE & REHABILITATION CENTER",-0.00718,"-100%"
"7153","RENAISSANCE PARK MULTI CARE CENTER",-0.00934,"-14.46%"
"7154","RENAISSANCE TERRACE",0.00218,"12.3%"
"7155","RENAISSANCE VILLAGE",0.01257,"21.57%"
"7156","RENNES HEALTH AND REHAB CENTER- APPLETON",-0.00182,"-2.46%"
"7157","RENNES HEALTH AND REHAB CENTER-DEPERE",-0.00174,"-4.45%"
"7158","RENNES HEALTH AND REHAB CENTER-EAST",0.01074,"76.06%"
"7159","RENNES HEALTH AND REHAB CENTER-WESTON",0.03083,"50.69%"
"7160","RENOWN SKILLED NURSING",-0.01873,"-31.9%"
"7161","RENTON NURSING AND REHABILITATION CENTER",-0.0033,"-12.91%"
"7162","RENVILLA HEALTH CENTER",-0.04215,"-100%"
"7163","REO VISTA HEALTHCARE CENTER",-0.00068,"-4.88%"
"7164","REPUBLIC COUNTY HOSPITAL LTCU",-0.0262,"-41.73%"
"7165","REPUBLIC NURSING & REHAB",-0.00921,"-100%"
"7166","RESERVOIR CENTER FOR HEALTH & REHABILITATION, THE",-0.00067,"-7.46%"
"7167","RESIDENCE AT HUNTINGTON COURT",-0.0616,"-100%"
"7168","RESIDENCE AT KENSINGTON PLACE",-0.01087,"-100%"
"7169","RESIDENCE AT SALEM WOODS, THE",0.01151,"121.03%"
"7170","RESORT NURSING HOME",-0.00326,"-7.65%"
"7171","REST HAVEN CONVALESCENT AND RETIREMENT HOME",-0.03239,"-49.5%"
"7172","REST HAVEN NURSING HOME INC",0.01331,"26.33%"
"7173","REST HAVEN-YORK",0.01599,"55.93%"
"7174","RESTHAVE HOME-WHITESIDE COUNTY",-0.00787,"-6.25%"
"7175","RESTHAVEN CARE CENTER",-0.00409,"-21.9%"
"7176","RESTHAVEN LIVING CENTER",0.00518,"26.24%"
"7177","RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO",-0.000419999999999997,"-0.81%"
"7178","RETAMA MANOR NURSING CENTER",-0.02551,"-100%"
"7179","RETAMA MANOR NURSING CENTER/ALICE",0.00172,"6.61%"
"7180","RETAMA MANOR NURSING CENTER/EDINBURG",0.02281,"65.85%"
"7181","RETAMA MANOR NURSING CENTER/HARLINGEN",-0.00845,"-32.94%"
"7182","RETAMA MANOR NURSING CENTER/JOURDANTON",-0.01495,"-100%"
"7183","RETAMA MANOR NURSING CENTER/LAREDO-WEST",0.0051,"52.9%"
"7184","RETAMA MANOR NURSING CENTER/RAYMONDVILLE",-0.00948,"-100%"
"7185","RETAMA MANOR NURSING CENTER/ROBSTOWN",0.01379,"36.29%"
"7186","RETAMA MANOR NURSING CENTER/SAN ANTONIO NORTH",-0.00632,"-28.49%"
"7187","RETAMA MANOR NURSING CENTER/VICTORIA SOUTH",0.00905,"14.46%"
"7188","RETAMA MANOR NURSING CENTER/WESLACO",-0.01635,"-34.78%"
"7189","RETAMA MANOR/LAREDO SOUTH",0.01898,"248.1%"
"7190","RETIREMENT AND NURSING CENTER AUSTIN",-0.00752,"-33%"
"7191","RETIREMENT RANCHES INC.",-0.00224,"-18.14%"
"7192","REUNION PLAZA HEALTHCARE & REHABILITATION",-0.02315,"-69.39%"
"7193","REUNION PLAZA SENIOR CARE AND REHABILITATION CENTE",-0.01861,"-100%"
"7194","REX REHAB & NSG CARE CENTER",-0.00199,"-19.38%"
"7195","RIALTO POST ACUTE CENTER",0.00471,"90.23%"
"7196","RIB LAKE HEALTH SERVICES",-0.00163,"-6.76%"
"7197","RICE NURSING HOME",0.03139,"157.9%"
"7198","RICH  SQUARE NURSING & REHAB",-0.00808,"-100%"
"7199","RICHARDTON HEALTH CENTER INC",-0.05513,"-100%"
"7200","RICHBORO REHABILITATION & NURSING CENTER",0.02358,"211.29%"
"7201","RICHFIELD RECOVERY &  CARE CENT",0.00557,"50.54%"
"7202","RICHLAND BEAN BLOSSOM HEALTH CARE CENTER",0.00284,"19.23%"
"7203","RICHLAND HEALTHCARE AND REHABILITATION CENTER",0.00127,"3.34%"
"7204","RICHLAND HILLS REHABILITATION AND HEALTHCARE CENTE",-0.01624,"-100%"
"7205","RICHLAND MANOR NURSING HOME",-0.02119,"-51.25%"
"7206","RICHMOND BEACH REHAB",0.00555,"52.21%"
"7207","RICHMOND CENTER FOR REHAB AND SPECIALTY  H C",-0.01593,"-100%"
"7208","RICHMOND HEALTH CARE CENTER",5.00000000000014e-05,"0.18%"
"7209","RICHMOND PINES HEALTHCARE AND REHABILITATION CENTE",-0.02482,"-48.4%"
"7210","RIDERWOOD VILLAGE",0.00052,"6.61%"
"7211","RIDGECREST COMMUNITY CARE CENTER",-0.00891,"-51.92%"
"7212","RIDGECREST HEALTH CAMPUS",-0.02197,"-100%"
"7213","RIDGECREST HEALTHCARE",-0.02237,"-59.07%"
"7214","RIDGECREST HEALTHCARE AND REHABILITATION CENTER",0.00734,"54.74%"
"7215","RIDGECREST MANOR NURSING & REHABILITATION",0.02104,"30.85%"
"7216","RIDGECREST NURSING AND REHABILITATION CENTER",-0.00719,"-36.68%"
"7217","RIDGECREST REGIONAL TRANSITIONAL CARE AND REHABILI",0.0121,"37.66%"
"7218","RIDGECREST REHABILITATION CENTER",0.01694,"119.04%"
"7219","RIDGECREST RETIREMENT AND HEALTHCARE COMMUNITY",-0.02315,"-38.91%"
"7220","RIDGECREST VILLAGE",-0.01819,"-53.08%"
"7221","RIDGETOP HAVEN HEALTH CARE CENTER",0.00325,"3.39%"
"7222","RIDGEVIEW CARE CENTER",-0.01278,"-26.87%"
"7223","RIDGEVIEW HEALTH SERVICES, INC",0.01605,"102.36%"
"7224","RIDGEVIEW HEALTHCARE & REHAB CENTER",-0.01145,"-30.91%"
"7225","RIDGEVIEW HEALTHCARE AND REHABILITATION CENTER",-0.000469999999999998,"-1.44%"
"7226","RIDGEVIEW REHABILITATION AND SKILLED NURSING",-0.01239,"-100%"
"7227","RIDGEWAY NURSING & REHABILITATION FACILITY",-0.000140000000000001,"-0.36%"
"7228","RIDGEWOOD CARE CTR",-0.000980000000000002,"-3.77%"
"7229","RIDGEWOOD CENTER, GENESIS HEALTHCARE",0.00682,"48.75%"
"7230","RIDGEWOOD HEALTH CAMPUS",-0.00754,"-28.13%"
"7231","RIDGEWOOD HEALTH SERVICES, INC.",-0.00098,"-8.56%"
"7232","RIDGEWOOD LIVING & REHAB CENTER",-0.02293,"-100%"
"7233","RIDGEWOOD MANOR",0.00042,"3.11%"
"7234","RIDGEWOOD TERRACE NURSING HOME",0.00691,"40.91%"
"7235","RIMROCK VILLA CONVALESCENT HOSPITAL",-0.01344,"-48.75%"
"7236","RINALDI CONVALESCENT HOSPITAL",0.000650000000000001,"6.43%"
"7237","RINGGOLD NURSING AND REHABILITATION CENTER, LLC",-0.03555,"-39.94%"
"7238","RIO GRANDE CITY NURSING AND REHABILITATION CENTER",-0.03789,"-76.47%"
"7239","RIO HONDO SUBACUTE &  NURSING CENTER",-0.01311,"-25.5%"
"7240","RIO PINAR HEALTH CARE",-0.018,"-78.29%"
"7241","RIPLEY HEALTHCARE AND REHAB CENTER",-0.01954,"-50.62%"
"7242","RISEN SON CHRISTIAN VILLAGE",0.00432,"16.35%"
"7243","RIVER BEND NURSING CENTER",0.01697,"51.11%"
"7244","RIVER BLUFF NURSING HOME",0.00528,"9.51%"
"7245","RIVER CHASE REHABILITATION AND CARE CENTER",-0.00151,"-8.77%"
"7246","RIVER CITY CARE CENTER",0.00717,"36.94%"
"7247","RIVER CITY CENTER",-0.01108,"-100%"
"7248","RIVER CITY LIVING COMMUNITY",-0.0049,"-19.19%"
"7249","RIVER GARDEN HEBREW HOME FOR THE AGED",-0.02651,"-56.26%"
"7250","RIVER GLEN HEALTH CARE CTR",-0.00614,"-22.91%"
"7251","RIVER HILLS HEALTH AND REHABILITATION CENTER",-0.02157,"-63.93%"
"7252","RIVER HILLS VILLAGE IN KEOKUK",-0.02249,"-51.29%"
"7253","RIVER LEDGE HEALTH CARE AND REHABILITATION CENTER",0.00169,"8.52%"
"7254","RIVER NORTH OF BRADLEY H & R",-0.02018,"-43.05%"
"7255","RIVER OAKS",0.00536,"13.97%"
"7256","RIVER OAKS CARE CENTER",-0.04188,"-100%"
"7257","RIVER OAKS HEALTH AND REHABILITATION CENTER",0.00745,"24.12%"
"7258","RIVER OAKS RETIREMENT MANOR",0.01241,"172.6%"
"7259","RIVER PLACE NURSING CENTER",0.02385,"129.13%"
"7260","RIVER POINTE HEALTH CAMPUS",-0.0949,"-58.91%"
"7261","RIVER RIDGE LIVING CENTER",-0.01013,"-54.67%"
"7262","RIVER RUN REHAB AND NURSING CENTER",-0.0097,"-30.8%"
"7263","RIVER TERRACE HEALTH AND REHAB CENTER",8.99999999999998e-05,"1.18%"
"7264","RIVER TERRACE HEALTH CARE CENTER",0.0071,"17.3%"
"7265","RIVER TERRACE REHABILITATION AND HEALTHCARE CTR",-0.01235,"-100%"
"7266","RIVER TOWNE CENTER",0.00681,"53.83%"
"7267","RIVER TRACE NURSING AND REHABILITATION CENTER",0.000739999999999999,"11.53%"
"7268","RIVER VALLEY NURSING HOME",-0.01837,"-52.95%"
"7269","RIVER VALLEY REHABILITATION CENTER",0.02261,"163.13%"
"7270","RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER",-0.00788,"-100%"
"7271","RIVER VIEW REHAB CENTER",0.00307,"27.24%"
"7272","RIVER'S BEND HEALTH CARE LLC",-0.00145,"-3.34%"
"7273","RIVER'S BEND HEALTH SERVICES",0.0365,"235.18%"
"7274","RIVER'S EDGE NURSING AND REHAB",-0.0091,"-45%"
"7275","RIVER'S EDGE REHABILITATION & LIVING CENTER",-0.02501,"-100%"
"7276","RIVERBANK NURSING CENTER",0.00208,"7.57%"
"7277","RIVERBEND HEIGHTS HEALTH & REHABILITATION",-0.0179,"-60.13%"
"7278","RIVERBEND NURSING AND REHABILITATION CENTER, INC",-0.00511,"-28.2%"
"7279","RIVERBEND OF SOUTH NATICK",-0.00175,"-6.9%"
"7280","RIVERCHASE HEALTH AND REHABILITATION CENTER",0.00808,"60.71%"
"7281","RIVERCREST LONG TERM CARE",0.01206,"31.07%"
"7282","RIVERDALE CENTER",-0.00525,"-50.72%"
"7283","RIVERGATE HEALTH CARE CENTER",-0.00021,"-4.11%"
"7284","RIVERGATE TERRACE",-0.01082,"-61.13%"
"7285","RIVERIDGE REHABILITATION & HEALTHCARE CENTER",-0.01378,"-100%"
"7286","RIVEROAKS HEALTH CAMPUS",0.000990000000000001,"6.68%"
"7287","RIVERPOINT CREST NURSING AND REHABILITATION CENTER",-0.01132,"-100%"
"7288","RIVERS CROSSING HEALTH AND REHABILITATION",-0.02655,"-100%"
"7289","RIVERS EDGE NURSING AND REHABILITATION CENTER",-0.00674,"-42.13%"
"7290","RIVERSIDE CARE & REHABILITATION CENTER",-0.04709,"-62.17%"
"7291","RIVERSIDE CARE CENTER",0.00778,"38.33%"
"7292","RIVERSIDE CONVAL CENTER-SALUDA",-0.02222,"-100%"
"7293","RIVERSIDE CONVALESCENT HOSPITAL",-0.05442,"-100%"
"7294","RIVERSIDE HEALTH & REHAB CNTR",-0.0094,"-43.9%"
"7295","RIVERSIDE HEALTH & REHABILITAT",0.01338,"54.88%"
"7296","RIVERSIDE HEALTH & REHABILITATION",-0.0027,"-12.69%"
"7297","RIVERSIDE HEALTH AND REHAB",0.00376,"13.05%"
"7298","RIVERSIDE HEALTH AND REHABILITATION CENTER",-0.00176,"-7.25%"
"7299","RIVERSIDE HEALTH SERVICES LLC",0.05055,"216.12%"
"7300","RIVERSIDE NURSING & REHAB CTR",-0.000489999999999997,"-1.46%"
"7301","RIVERSIDE NURSING & REHABILITATION CENTER, LLC",-0.00899,"-49.61%"
"7302","RIVERSIDE NURSING AND REHABILITATION CENTER",-0.003445,"-45.21%"
"7303","RIVERSIDE NURSING CENTRE",-0.00757,"-19.1%"
"7304","RIVERSIDE POSTACUTE CARE",-0.01523,"-25.04%"
"7305","RIVERSIDE REHABILITATION AND NURSING CENTER",-0.00625,"-18.01%"
"7306","RIVERSIDE REHABILITATION CENTER AT HAMPTON",-0.0089,"-51.77%"
"7307","RIVERSIDE REST HOME",-0.00324,"-9.92%"
"7308","RIVERSIDE VILLAGE",-0.01587,"-43.65%"
"7309","RIVERSTREET MANOR",-0.01045,"-44.56%"
"7310","RIVERVIEW AT THE PARK CARE AND REHABILITATION CTR",-0.00113,"-11.31%"
"7311","RIVERVIEW CARE CENTER",-0.00335,"-100%"
"7312","RIVERVIEW HEALTH & REHAB CENTER",-0.01515,"-26.7%"
"7313","RIVERVIEW HEALTH & REHAB CTR",0.00344,"42.42%"
"7314","RIVERVIEW HEALTH AND REHAB CENTER NORTH",-0.00566,"-18.37%"
"7315","RIVERVIEW HEALTH CARE CENTER",-0.00702,"-22.18%"
"7316","RIVERVIEW HEALTH SERVICES",-0.00189,"-7.95%"
"7317","RIVERVIEW HEALTHCARE COMMUNITY",-0.010155,"-36.57%"
"7318","RIVERVIEW MANOR HEALTH CARE CENTER",0.01279,"98.84%"
"7319","RIVERVIEW MANOR HEALTHCARE, LLC",-0.01947,"-100%"
"7320","RIVERVIEW NURSING AND REHABILITATION LP",-0.01363,"-100%"
"7321","RIVERVIEW REHABILITATION & HEALTH CENTER",-0.00939,"-27.91%"
"7322","RIVERVIEW VILLAGE",0.00609,"83.65%"
"7323","RIVERVIEW, THE",-0.00458,"-33.04%"
"7324","RIVERWALK VILLAGE",0.01384,"221.44%"
"7325","RIVERWOOD CENTER",0.00228,"20.47%"
"7326","RIVERWOOD HEALTH & REHABILITATION CENTER",-0.00162,"-17.07%"
"7327","RIVERWOOD HEALTHCARE",-0.01298,"-23.57%"
"7328","RIVERWOOD HEALTHCARE CENTER",0.00898,"43.66%"
"7329","RIVERWOODS",-0.01042,"-38.38%"
"7330","RIVERWOODS AT EXETER",0.01044,"15.75%"
"7331","RIVIERA HEALTHCARE CENTER",-0.00481,"-21.47%"
"7332","RIVIERE DE SOLEIL COMMUNITY CARE CENTER",0.00605,"106.89%"
"7333","ROANE GENERAL HOSPITAL",-0.00505,"-4.71%"
"7334","ROANOKE LANDING NURSING AND REHABILITATION CENTER",-0.01278,"-61.56%"
"7335","ROANOKE RIVER NURSING AND REHABILITATION CENTER",-0.00485,"-25.43%"
"7336","ROBBINSDALE A VILLA CENTER",-0.01312,"-100%"
"7337","ROBERTA HEALTH AND REHAB",0.00829,"41.49%"
"7338","ROBERTS HEALTH CENTRE INC",0.0269,"58.11%"
"7339","ROBERTSDALE REHABILITATION & HEALTHCARE CTR",0.00964,"27.93%"
"7340","ROBERTSON COUNTY HEALTH CARE FACILITY",0.00462,"15.53%"
"7341","ROBIN RUN HEALTH CENTER",0.000720000000000005,"2.17%"
"7342","ROBINGS MANOR RHC",-0.01023,"-44.09%"
"7343","ROBINSON TERRACE",-0.0323,"-49.27%"
"7344","ROBISON JEWISH HEALTH CENTER",0.000190000000000001,"1.25%"
"7345","ROCHELLE REHAB & HEALTH CARE CENTER",-0.03133,"-100%"
"7346","ROCHESTER EAST HEALTH SERVICES",0.00577,"23.84%"
"7347","ROCHESTER MANOR",0.007615,"51.84%"
"7348","ROCK CREEK HEALTH AND REHABILITATION LLC",0.02673,"85.13%"
"7349","ROCK HAVEN",0.02281,"110.03%"
"7350","ROCK HAVEN NURSING HOME",-0.01525,"-34.39%"
"7351","ROCK HILL POST ACUTE CARE CENTER",-0.000570000000000001,"-1.16%"
"7352","ROCKAWAY CARE CENTER L L C",-0.00581,"-17.54%"
"7353","ROCKCASTLE HEALTH AND REHABILITATION CENTER",0.01062,"79.67%"
"7354","ROCKCASTLE REGIONAL HOSPITAL AND RESPIRATORY CARE",0.0954,"60.18%"
"7355","ROCKDALE HEALTHCARE CENTER",0.00884,"35.23%"
"7356","ROCKPORT COASTAL CARE CENTER INC",-0.00291,"-7.3%"
"7357","ROCKVILLE SKILLED NURSING & REHABILITATION CENTER",-0.00418,"-32.38%"
"7358","ROCKWALL NURSING CARE CENTER",-0.00488,"-44.2%"
"7359","ROCKWOOD MANOR",-0.00599,"-40.34%"
"7360","ROCKWOOD SOUTH HILL",0.03557,"50.38%"
"7361","ROCKY MOUNT REHABILITATION & HEALTHCARE CENTER LLC",0.00076,"2.64%"
"7362","ROCKY MOUNT REHABILITATION CENTER",-0.01538,"-54.81%"
"7363","ROCKY MOUNTAIN CARE - CLEARFIELD",-0.00472,"-17.83%"
"7364","ROCKY MOUNTAIN CARE - HUNTER HOLLOW",-0.03816,"-100%"
"7365","ROCKY MOUNTAIN CARE - WILLOW SPRINGS",-0.000410000000000001,"-0.8%"
"7366","ROCKY RIVER GARDENS REHAB AND NURSING CTR",0.00869,"71.11%"
"7367","ROCKYNOL RETIREMENT COMMUNITY",0.00336,"10.53%"
"7368","ROGERS HEALTH AND REHABILITATION CENTER",0.00765,"22.07%"
"7369","ROGERSVILLE CARE & REHABILITATION CENTER",0.00153,"23.43%"
"7370","ROGUE VALLEY MANOR",0.04475,"174.67%"
"7371","ROHR HOME, THE",0.0111,"61.5%"
"7372","ROLAND PARK PLACE",-0.00192,"-9.85%"
"7373","ROLETTE COMMUNITY CARE CENTER",-0.02709,"-51.82%"
"7374","ROLLA HEALTH & REHABILITATION SUITES",0.0195,"93.84%"
"7375","ROLLA MANOR CARE CENTER",0.00926,"28.23%"
"7376","ROLLING FIELDS, INC",0.00706,"33.67%"
"7377","ROLLING GREEN VILLAGE CARE CEN",0.00216,"12.17%"
"7378","ROLLING HILLS HEALTHCARE AND REHABILITATION CENTER",-0.01009,"-18.6%"
"7379","ROLLING HILLS HEALTHCARE CENTER",-0.000900000000000001,"-10.18%"
"7380","ROLLING HILLS REHAB AND CARE CTR",-0.00856,"-27.46%"
"7381","ROLLING HILLS REHAB CTR",-0.00327,"-7.69%"
"7382","ROLLING MEADOWS",-8e-04,"-16.72%"
"7383","ROLLING MEADOWS HEALTH CARE CENTER",-0.01222,"-54.12%"
"7384","ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER",0.0052,"68.24%"
"7385","ROME HEALTH AND REHABILITATION CENTER",-0.02475,"-51.03%"
"7386","ROME MEMORIAL HOSPITAL R H C F",-1.99999999999992e-05,"-0.07%"
"7387","ROO-LAN HEALTHCARE CENTER",0.03136,"153.88%"
"7388","ROOSEVELT CARE CENTER",0.00035,"1.2%"
"7389","ROOSEVELT CARE CENTER AT OLD BRIDGE",0.00068,"3.23%"
"7390","ROOSEVELT PARK NURSING AND REHABILITATION COMMUNIT",-0.0017,"-5.88%"
"7391","ROSA COPLON JEWISH HOME AND INFIRMARY",0.00307,"12.79%"
"7392","ROSCOE REGIONAL REHAB & RESIDENTIAL H C F",-0.000209999999999998,"-1.01%"
"7393","ROSE BLUMKIN JEWISH HOME",0.01005,"35.6%"
"7394","ROSE GARDEN CONVALESCENT CTR",-0.00573,"-24.53%"
"7395","ROSE HAVEN NURSING CENTER",0.05297,"274.88%"
"7396","ROSE HAVEN NURSING HOME",-0.01908,"-100%"
"7397","ROSE HILL HEALTH AND REHAB",-0.0104,"-51.77%"
"7398","ROSE LANE NURSING AND REHABILITATION",-0.01836,"-40.7%"
"7399","ROSE LINN CARE CENTER",0.0156,"49.52%"
"7400","ROSE MOUNTAIN CARE CENTER",-0.00126,"-15.27%"
"7401","ROSE VIEW CENTER",-0.01479,"-61.6%"
"7402","ROSE VILLA HEALTH CARE CENTER",0.00229,"7.82%"
"7403","ROSE VISTA HOME, INC.",0.00392,"18.37%"
"7404","ROSEBUD VILLAGE",-0.01511,"-100%"
"7405","ROSECRANS CARE CENTER",-0.00441,"-14.9%"
"7406","ROSEDALE GREEN",-0.00018,"-3.19%"
"7407","ROSEGATE VILLAGE",-0.01464,"-66.21%"
"7408","ROSELANE HEALTH AND REHABILITATION CENTER",0.01066,"61.87%"
"7409","ROSEMONT AT STONE MOUNTAIN",-0.01092,"-64.58%"
"7410","ROSEMONT CARE AND REHABILITATION CENTER",-0.00605,"-32.42%"
"7411","ROSENBERG HEALTH & REHABILITATION CENTER",-0.01721,"-69.17%"
"7412","ROSEPINE RETIREMENT & REHAB CENTER, LLC",-0.01704,"-29%"
"7413","ROSEVIEW NURSING AND REHABILITATION CENTER",0.01243,"68%"
"7414","ROSEVILLE POINT HEALTH & WELLNESS CENTER",-0.00719,"-22.6%"
"7415","ROSEWALK VILLAGE AT LAFAYETTE",0.01353,"45.85%"
"7416","ROSEWOOD  REHABILITATION & NURSING CENTER",-0.00632,"-15.12%"
"7417","ROSEWOOD CARE CENTER NORTHBROOK",0.00716,"38.68%"
"7418","ROSEWOOD CARE CENTER OF ALTON",0.02457,"81.66%"
"7419","ROSEWOOD CARE CENTER OF EAST PEORIA",0.00603,"12.14%"
"7420","ROSEWOOD CARE CENTER OF EDWARDSVILLE",0.000319999999999997,"1.12%"
"7421","ROSEWOOD CARE CENTER OF ELGIN",4.00000000000001e-05,"0.43%"
"7422","ROSEWOOD CARE CENTER OF GALESBURG",0.02343,"46.67%"
"7423","ROSEWOOD CARE CENTER OF INVERNESS",0.02224,"133.49%"
"7424","ROSEWOOD CARE CENTER OF JOLIET",0.04632,"136.48%"
"7425","ROSEWOOD CARE CENTER OF MOLINE",-0.00048999999999999,"-0.59%"
"7426","ROSEWOOD CARE CENTER OF PEORIA",-0.00893,"-15.75%"
"7427","ROSEWOOD CARE CENTER OF ROCKFORD",0.01595,"117.97%"
"7428","ROSEWOOD CARE CENTER OF ST CHARLES",0.00119,"9.02%"
"7429","ROSEWOOD CARE CENTER OF ST LOUIS",-0.0165,"-39.5%"
"7430","ROSEWOOD CENTER",-0.00432,"-16.69%"
"7431","ROSEWOOD HEALTH AND REHAB CENTER",-0.00862,"-19.76%"
"7432","ROSEWOOD HEALTH AND REHABILITATION CENTER",0.00917,"29.83%"
"7433","ROSEWOOD HEALTHCARE AND REHABILITATION CENTER",-0.0017,"-12.09%"
"7434","ROSEWOOD ON BROADWAY",-0.000189999999999999,"-1%"
"7435","ROSEWOOD POST ACUTE REHABILITATION",0.00971,"63.22%"
"7436","ROSEWOOD REHABILITATION & NURSING CENTER",-0.00191,"-25.23%"
"7437","ROSEWOOD REHABILITATION AND CARE CENTER",0.000539999999999999,"1.4%"
"7438","ROSS CENTER FOR NURSING AND REHABILITATION",-0.00767,"-44.31%"
"7439","ROSS MANOR",-0.01114,"-53.64%"
"7440","ROSS MEMORIAL HEALTH CARE CTR",8.00000000000002e-05,"0.5%"
"7441","ROSSVILLE HEALTHCARE & REHAB CENTER",-0.01194,"-100%"
"7442","ROSWELL NURSING & REHAB CENTER",0.00853,"38.53%"
"7443","ROUBAL CARE AND REHAB CENTER",-0.01955,"-100%"
"7444","ROUSE WARREN COUNTY HOME",-0.00567,"-100%"
"7445","ROWAN COMMUNITY, INC",-0.01721,"-100%"
"7446","ROWNTREE GARDENS",-0.02855,"-100%"
"7447","ROXBORO HEALTHCARE & REHAB CENTER",-0.00664,"-19.7%"
"7448","ROYAL BRAINTREE NURSING AND REHABILITATION CENTER",0.02068,"144.01%"
"7449","ROYAL CARE SKILLED NURSING CTR",0.02269,"228.73%"
"7450","ROYAL CREST HEALTH CARE",-0.0112,"-100%"
"7451","ROYAL HEALTH GATE NRSG REHAB",-0.0052,"-19.92%"
"7452","ROYAL MANOR",-0.03879,"-100%"
"7453","ROYAL MANOR II LLC",-0.00342,"-15.41%"
"7454","ROYAL MEADOW VIEW CENTER",-0.00972,"-54.45%"
"7455","ROYAL MEGANSETT NURSING & REHABILITATION",-0.01689,"-31.05%"
"7456","ROYAL NORWELL NURSING & REHABILITATION CENTER LLC",-0.00944,"-27.67%"
"7457","ROYAL NURSING CENTER, LLC",0.0105,"71.48%"
"7458","ROYAL OAK NURSING & REHAB CTR",-0.0027,"-18.91%"
"7459","ROYAL OAK NURSING AND REHAB, LLC",-0.01378,"-48.56%"
"7460","ROYAL OAK NURSING CENTER",0.00018,"2.25%"
"7461","ROYAL OAKS CARE CENTER",-0.01928,"-49.97%"
"7462","ROYAL OAKS MANOR-BRADBURY OAKS",-0.01236,"-37.8%"
"7463","ROYAL OAKS NURSING AND REHAB CENTER",1.00000000000013e-05,"0.1%"
"7464","ROYAL OF FAIRHAVEN NURSING CENTER",0.02017,"83.21%"
"7465","ROYAL OF WESTERLY NURSING CENTER",-0.000309999999999998,"-1.72%"
"7466","ROYAL PALM BEACH HEALTH AND REHABILITATION CENTER",-0.01974,"-54.2%"
"7467","ROYAL PALMS POST ACUTE",-0.00157,"-6.78%"
"7468","ROYAL PARK HEALTH AND REHABILITATION",-0.01288,"-42.76%"
"7469","ROYAL PARK REHAB & HEALTH CTR OF MATTHEWS",0.00132,"6.51%"
"7470","ROYAL SANDALWOOD CENTER",-0.02085,"-41.86%"
"7471","ROYAL SPRING VALLEY CENTER",-0.0142,"-100%"
"7472","ROYAL SPRINGS HEALTHCARE AND REHAB",-0.02419,"-43.98%"
"7473","ROYAL SUITES HEALTH CARE & REHABILITATION",-0.00061,"-7.94%"
"7474","ROYAL TABER STREET NURS & REHAB CTR",0.00447,"23.4%"
"7475","ROYAL TERRACE HEALTHCARE",-0.03198,"-51.38%"
"7476","ROYAL WOOD MILL CENTER",0.00813,"27.25%"
"7477","ROYALE GARDENS HEALTH AND REHABILITATION CENTER",-0.03667,"-100%"
"7478","ROYALE MEADOWS CARE CENTER",0.00316,"21.38%"
"7479","ROYALTON MANOR, L L C",0.00237,"13.49%"
"7480","ROYALWOOD CARE CENTER",-0.01759,"-35.68%"
"7481","ROYSE CITY HEALTH AND REHABILITATION CENTER",0.02271,"251.5%"
"7482","RULEME CENTER",0.00454,"29.56%"
"7483","RUMFORD COMMUNITY HOME",-0.0456,"-54.12%"
"7484","RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE",0.01357,"228.45%"
"7485","RUNNINGWATER DRAW CARE CENTER INC",-0.01104,"-100%"
